periodyear,res16p,emp,wages,wagelt5k,wage5to10k,wage10to20k,wage20to50k,wage50kplus,privatesector,stategovt,localgovt,female,male,age45p,age50p,empQ1,empQ2,empQ3,empQ4,fourq,newhires,uiclaimants,prevagri,prevmine,prevutil,prevconstr,prevmanu,prevtrade,prevtrans,previnfo,prevfin,prevrealest,prevprof,prevmanag,prevadminwaste,prevedu,prevhealth,prevarts,prevaccom,prevstate,agiaexp,community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id
2000,501,263,3528430.39,118,29,50,57,9,165,6,92,130,133,68,31,181,179,202,199,125,146,45,0,5,3,43,29,88,15,11,35,3,2,0,31,2,42,0,19,44,,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2001,487,253,3462700.00,98,38,57,52,8,143,6,104,126,127,72,34,180,195,194,191,132,128,45,0,6,3,51,34,81,17,12,33,2,2,0,26,1,34,1,9,33,,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2002,495,261,3751611.00,104,27,49,74,7,129,7,125,127,134,70,33,182,198,202,194,130,150,73,0,0,4,49,37,75,22,12,32,7,4,0,36,3,45,4,14,37,,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2003,505,274,3928215.00,116,31,48,66,13,135,5,134,140,134,90,51,185,201,201,201,131,139,71,1,2,3,40,46,67,28,10,33,12,7,0,45,4,61,5,23,35,,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2004,506,266,4103755.00,92,36,57,68,13,136,4,126,132,134,96,58,195,208,196,199,136,135,86,1,3,1,47,37,75,34,11,26,12,5,0,42,2,62,5,21,34,231,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2005,496,238,3559279.00,91,30,45,63,9,121,9,108,123,115,81,57,159,167,190,188,117,107,97,2,2,1,43,34,61,28,11,20,10,3,0,30,2,59,6,21,32,217,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2006,496,243,3594310.00,95,28,50,58,12,120,6,117,126,117,79,56,173,185,181,178,120,122,79,1,2,2,41,29,72,28,9,15,16,4,0,32,0,63,7,23,32,208,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2007,506,233,4033410.00,75,34,50,58,16,102,5,126,124,109,82,57,182,193,179,183,141,104,74,3,2,1,28,25,78,25,10,12,15,3,0,20,1,70,6,26,30,192,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2008,531,243,4205750.00,77,33,50,68,15,99,9,135,133,110,87,64,176,194,200,194,144,108,75,1,6,1,27,24,84,27,11,1,12,5,0,16,0,60,6,25,25,201,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2009,550,252,4288748.00,84,35,50,66,17,104,13,135,138,114,90,65,186,195,200,202,138,110,83,1,8,1,18,21,86,29,10,1,13,5,0,13,0,58,3,25,27,205,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2010,550,263,4294929.00,100,36,51,57,19,137,7,119,148,115,90,65,180,207,209,183,130,127,83,0,6,2,13,44,99,27,10,2,17,6,0,10,2,54,4,21,26,217,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2011,558,255,4099935.00,96,31,54,56,18,134,6,115,136,119,90,64,163,188,201,197,123,116,92,2,6,0,13,59,99,31,7,3,19,4,0,10,2,98,3,20,23,233,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2012,572,287,4682334.00,107,44,45,75,16,158,9,120,160,127,106,74,191,209,225,212,139,0,76,1,7,2,9,68,108,28,6,3,17,7,0,14,3,117,3,21,28,,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2013,574,285,4803673.00,105,46,48,62,24,156,6,123,153,132,103,74,198,199,209,199,134,132,82,0,4,1,18,70,106,31,5,2,19,2,2,7,2,126,4,21,29,,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2014,587,287,4921650.00,101,44,49,72,21,166,8,113,148,139,96,70,193,216,228,202,143,126,66,1,2,0,20,83,114,29,3,2,23,3,5,13,3,119,2,20,32,,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2015,601,296,5169286.00,114,38,43,76,25,175,9,112,154,142,107,80,208,213,231,203,140,126,62,2,1,0,16,84,111,27,1,4,23,3,5,9,2,118,2,18,33,,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
2016,1018,534,18199593.69,73,73,77,176,135,368,66,100,261,273,252,214,413,479,475,417,337,166,124,38,37,22,112,9,166,50,1,10,4,47,3,25,4,118,12,206,119,,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2000,984,601,12075475.70,150,95,124,181,51,443,83,75,296,305,226,150,402,531,528,445,321,262,222,34,34,30,115,28,244,64,10,8,48,12,0,39,8,124,23,297,150,,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2001,972,602,13328018.00,142,93,122,173,72,417,86,99,301,301,228,155,406,515,560,465,341,272,216,25,30,30,113,24,242,69,8,11,45,18,0,40,7,135,20,299,144,,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2002,990,616,13297613.00,157,96,100,192,71,415,86,115,309,307,245,163,413,537,524,451,325,293,221,21,29,30,114,22,262,64,23,10,39,21,0,52,9,139,18,310,145,,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2003,989,606,14150223.00,150,81,96,198,81,414,85,107,305,301,250,168,422,541,513,454,334,231,190,26,22,27,122,17,252,64,27,10,38,19,0,58,4,138,21,296,137,,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2004,1022,622,15198110.00,120,106,108,194,94,440,85,97,306,316,258,176,432,553,543,478,349,251,197,31,28,25,133,23,268,58,32,10,31,26,0,61,4,152,17,284,139,516,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2005,1031,606,15603197.00,122,71,113,202,98,427,87,92,311,295,260,182,440,541,527,480,357,264,174,22,32,26,137,16,268,52,37,13,18,28,0,61,2,153,11,257,139,514,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2006,1043,596,15960051.00,111,87,95,199,104,419,80,97,285,311,261,178,422,533,529,467,347,260,180,33,39,26,167,15,250,55,39,14,22,27,0,56,2,151,12,248,142,526,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2007,1056,599,16260881.00,125,79,92,185,118,441,76,82,290,309,258,182,426,529,532,439,334,226,167,29,37,22,151,19,233,54,38,14,30,28,0,64,9,137,11,255,131,515,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2008,1042,589,17156564.00,114,83,88,170,134,418,84,87,288,301,276,203,415,518,523,455,341,227,151,23,28,2,148,12,218,51,37,14,31,25,0,56,10,128,7,229,148,503,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2009,1055,603,17517868.00,120,78,98,177,130,423,79,101,290,313,290,207,428,528,523,453,337,215,181,19,36,4,150,17,205,48,39,11,28,30,0,54,8,122,8,232,139,513,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2010,1066,605,18771537.00,107,82,97,171,148,415,84,106,296,309,286,212,431,535,531,469,357,248,200,21,35,1,144,19,198,55,34,15,22,22,0,50,9,127,10,231,144,513,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2011,1060,585,18202365.00,103,73,101,175,133,407,84,94,287,298,279,205,426,525,513,458,344,197,198,21,38,24,131,15,183,48,32,16,18,28,1,52,7,119,11,219,139,493,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2012,1070,603,18944324.00,111,78,83,190,141,404,85,114,298,305,299,229,442,524,525,465,353,0,203,29,38,22,123,22,192,52,25,18,13,39,2,57,2,122,6,220,144,,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2013,1041,589,18178555.00,104,58,101,193,133,414,72,103,287,302,285,224,406,521,517,456,338,224,196,27,38,22,124,25,191,63,18,13,9,39,1,43,3,123,8,222,127,,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2014,1037,575,18585643.00,95,77,91,176,136,395,74,106,267,308,279,222,419,521,493,448,337,195,158,25,42,24,124,28,179,59,1,14,9,39,3,38,5,122,8,221,133,,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2015,1018,553,19478323.00,85,55,88,176,149,377,66,110,254,299,261,208,411,490,486,446,347,182,123,27,44,23,119,31,166,50,1,11,6,47,2,41,5,124,6,216,123,,Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc
2016,441,310,4629677.16,139,46,39,67,19,158,1,151,158,152,104,66,223,240,258,239,169,168,76,13,1,4,10,45,204,15,3,0,112,1,2,5,1,57,2,5,6,,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2000,313,256,2650420.08,125,34,51,40,6,177,0,79,123,133,66,46,202,209,220,215,156,171,58,1,0,4,25,81,101,9,4,145,34,2,0,5,1,34,5,9,13,,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2001,323,258,2863203.00,121,38,47,49,3,170,1,87,125,133,57,41,207,217,236,208,168,163,63,1,0,1,24,94,96,15,7,135,38,2,0,3,1,41,6,11,11,,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2002,318,249,2891604.00,101,46,55,43,4,158,0,91,118,131,58,42,189,203,218,217,155,145,77,0,1,1,44,93,89,11,4,136,38,1,0,2,1,50,6,5,8,,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2003,329,261,3397852.00,108,37,55,54,7,164,1,96,128,133,58,42,201,202,234,224,159,156,74,0,0,0,43,82,84,15,3,130,44,0,0,4,1,70,2,7,14,,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2004,337,262,3577542.00,96,45,55,59,7,138,1,123,125,137,64,42,204,214,216,213,150,157,78,0,1,0,56,85,94,16,6,127,47,1,0,4,1,83,2,5,16,221,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2005,360,276,3467514.00,114,43,55,58,6,150,1,125,137,139,64,43,206,204,228,228,135,146,77,0,1,2,55,82,89,16,8,130,54,6,0,6,0,89,2,4,16,224,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2006,363,279,4279378.00,112,29,60,59,19,140,1,138,137,142,73,46,217,217,230,223,161,146,69,0,1,0,54,72,87,17,4,125,54,4,0,9,0,90,1,6,12,232,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2007,376,281,4376539.00,116,37,47,60,21,150,3,128,143,138,71,45,218,237,240,226,171,138,81,0,1,0,46,67,72,18,6,129,53,5,0,8,0,95,1,7,13,234,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2008,388,279,4207658.00,120,40,40,57,22,141,1,137,138,141,74,40,207,211,230,228,159,141,81,0,1,2,44,69,83,14,5,132,49,6,0,5,0,82,1,8,10,238,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2009,386,292,4559091.00,120,45,50,58,19,150,0,142,131,161,78,47,222,231,257,243,174,160,90,1,1,3,32,83,82,15,5,146,55,5,0,8,0,67,3,9,10,246,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2010,382,284,4477165.00,118,42,44,63,17,177,0,107,130,154,75,46,217,228,251,241,168,141,81,1,2,2,19,84,92,16,4,150,70,0,0,5,0,57,2,7,12,245,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2011,389,292,4749876.00,120,36,48,70,18,153,0,139,130,162,87,55,231,233,257,217,169,158,90,12,1,3,18,84,92,17,4,134,81,0,0,3,0,55,2,4,8,243,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2012,422,300,4948534.00,117,44,47,76,16,159,0,141,139,161,95,62,224,252,266,240,177,0,98,12,2,1,18,83,112,20,4,145,76,0,0,3,0,60,3,5,8,,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2013,419,308,5102363.00,121,42,52,71,22,160,0,148,146,162,101,67,234,255,267,241,183,141,114,15,2,1,17,77,145,20,4,130,78,1,2,4,0,60,1,6,4,,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
2014,425,321,4902614.00,132,51,47,69,22,155,0,166,147,174,103,72,227,255,270,252,168,164,111,14,3,4,15,71,163,20,3,100,92,1,1,3,0,63,1,6,3,,Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04
